date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,clean_text
2025-07-21,12:37:00,irvans_syam,0,kenapa ibu-ibu yang ngomong. karena kalo bapaknya gak parkir ibunya gak bersosialita 🫣,kenapa ibuibu yang ngomong karena kalo bapaknya gak parkir ibunya gak bersosialita ,kenapa ibuibu yang ngomong karena kalo bapaknya gak parkir ibunya gak bersosialita ,kenapa ibuibu yang mengomong karena kalau bapaknya tidak parkir ibunya tidak bersosialita,"['kenapa', 'ibuibu', 'yang', 'mengomong', 'karena', 'kalau', 'bapaknya', 'tidak', 'parkir', 'ibunya', 'tidak', 'bersosialita']","['ibuibu', 'mengomong', 'bapaknya', 'parkir', 'ibunya', 'bersosialita']",ibuibu omong bapak parkir ibu bersosialita,kenapa ibuibu yang ngomong karena kalo bapaknya gak parkir ibunya gak bersosialita
2025-07-16,11:37:00,yahman_har,0,mangkane semua rebutan parkir,mangkane semua rebutan parkir,mangkane semua rebutan parkir,mangkane semua rebutan parkir,"['mangkane', 'semua', 'rebutan', 'parkir']","['mangkane', 'rebutan', 'parkir']",mangkane rebut parkir,mangkane semua rebutan parkir
2025-07-16,00:13:00,my.1808,1,tarif parkir di hari weekday dan weekend berbeda.,tarif parkir di hari weekday dan weekend berbeda,tarif parkir di hari weekday dan weekend berbeda,tarif parkir di hari weekday dan weekend berbeda,"['tarif', 'parkir', 'di', 'hari', 'weekday', 'dan', 'weekend', 'berbeda']","['tarif', 'parkir', 'weekday', 'weekend', 'berbeda']",tarif parkir weekday weekend beda,tarif parkir di hari weekday dan weekend berbeda
2025-07-15,22:38:00,tukangsambad008,9,"tukang parkir alun-alun kaya-kaya njir, ada yang punya mobil hasil parkir. wajar kalo pad demo",tukang parkir alunalun kayakaya njir ada yang punya mobil hasil parkir wajar kalo pad demo,tukang parkir alunalun kayakaya njir ada yang punya mobil hasil parkir wajar kalo pad demo,tukang parkir alunalun kayakaya anjir ada yang punya mobil hasil parkir wajar kalau pad demo,"['tukang', 'parkir', 'alunalun', 'kayakaya', 'anjir', 'ada', 'yang', 'punya', 'mobil', 'hasil', 'parkir', 'wajar', 'kalau', 'pad', 'demo']","['tukang', 'parkir', 'alunalun', 'kayakaya', 'anjir', 'mobil', 'hasil', 'parkir', 'wajar', 'pad', 'demo']",tukang parkir alunalun kayakaya anjir mobil hasil parkir wajar pad demo,tukang parkir alunalun kayakaya njir ada yang punya mobil hasil parkir wajar kalo pad demo
2025-07-16,05:53:00,indonesia_lelah,1,kebanyakan parkir.....males,kebanyakan parkirmales,kebanyakan parkirmales,kebanyakan parkirmales,"['kebanyakan', 'parkirmales']","['kebanyakan', 'parkirmales']",banyak parkirmales,kebanyakan parkirmales
2025-03-07,11:00:00,nyimass112,0,budaya asli kota batu go internasional pakkk🙏,budaya asli kota batu go internasional pakkk,budaya asli kota batu go internasional pakkk,budaya asli kota batu go internasional pakkk,"['budaya', 'asli', 'kota', 'batu', 'go', 'internasional', 'pakkk']","['budaya', 'asli', 'kota', 'batu', 'go', 'internasional', 'pakkk']",budaya asli kota batu go internasional pakkk,budaya asli kota batu go internasional pakkk
2025-03-05,09:55:00,ernazsiswanto,0,lets go Pak. SAE❤,lets go Pak SAE,lets go pak sae,lets go pak sae,"['lets', 'go', 'pak', 'sae']","['lets', 'go', 'sae']",lets go sae,lets go pak sae
2025-03-05,13:56:00,ira10366,0,🥰,,,,[],[],,
2025-03-05,14:37:00,cak_fath1977,0,bismillah tetap Istiqomah menjadi orang baik @nurochman.sae,bismillah tetap Istiqomah menjadi orang baik nurochmansae,bismillah tetap istiqomah menjadi orang baik nurochmansae,bismillah tetap istikamah menjadi orang baik nurochmansae,"['bismillah', 'tetap', 'istikamah', 'menjadi', 'orang', 'baik', 'nurochmansae']","['bismillah', 'istikamah', 'orang', 'nurochmansae']",bismillah istikamah orang nurochmansae,bismillah tetap istiqomah menjadi orang baik nurochmansae
2025-06-12,16:35:00,mr.baaay,0,https://vt.tiktok.com/ZSkumkUBg/,,,,[],[],,
2025-03-08,00:14:00,chandrasari08,0,Bapak bantu saya di kepolisian dong pak Uda satu tahun masalah saya...aku adik e mbak pit alun alun pak,Bapak bantu saya di kepolisian dong pak Uda satu tahun masalah sayaaku adik e mbak pit alun alun pak,bapak bantu saya di kepolisian dong pak uda satu tahun masalah sayaaku adik e mbak pit alun alun pak,bapak bantu saya di kepolisian dong pak sudah satu tahun masalah sayaaku adik e mbak pit alun alun pak,"['bapak', 'bantu', 'saya', 'di', 'kepolisian', 'dong', 'pak', 'sudah', 'satu', 'tahun', 'masalah', 'sayaaku', 'adik', 'e', 'mbak', 'pit', 'alun', 'alun', 'pak']","['bantu', 'kepolisian', 'sayaaku', 'adik', 'e', 'mbak', 'pit', 'alun', 'alun']",bantu polisi sayaaku adik e mbak pit alun alun,bapak bantu saya di kepolisian dong pak uda satu tahun masalah sayaaku adik e mbak pit alun alun pak
2025-03-05,21:32:00,user4706082119305,1,batu mbatumu mbatuku hati hati ya ngger,batu mbatumu mbatuku hati hati ya ngger,batu mbatumu mbatuku hati hati ya ngger,batu mbatumu mbatuku hati hati ya ngger,"['batu', 'mbatumu', 'mbatuku', 'hati', 'hati', 'ya', 'ngger']","['batu', 'mbatumu', 'mbatuku', 'hati', 'hati', 'ya', 'ngger']",batu mbatumu mbatuku hati hati ya ngger,batu mbatumu mbatuku hati hati ya ngger
2025-03-05,17:37:00,sholikhinkin,1,selamat menjalankan tugas pak wali........jika diperkanankan saya nitip untuk merubah nama masjid milik pemerintahan kota batu dan milik masyarakat batu....... masjid itu di bangun dengan uang rakyat.....,selamat menjalankan tugas pak walijika diperkanankan saya nitip untuk merubah nama masjid milik pemerintahan kota batu dan milik masyarakat batu masjid itu di bangun dengan uang rakyat,selamat menjalankan tugas pak walijika diperkanankan saya nitip untuk merubah nama masjid milik pemerintahan kota batu dan milik masyarakat batu masjid itu di bangun dengan uang rakyat,selamat menjalankan tugas pak walijika diperkanankan saya nitip untuk merubah nama masjid milik pemerintahan kota batu dan milik masyarakat batu masjid itu di bangun dengan uang rakyat,"['selamat', 'menjalankan', 'tugas', 'pak', 'walijika', 'diperkanankan', 'saya', 'nitip', 'untuk', 'merubah', 'nama', 'masjid', 'milik', 'pemerintahan', 'kota', 'batu', 'dan', 'milik', 'masyarakat', 'batu', 'masjid', 'itu', 'di', 'bangun', 'dengan', 'uang', 'rakyat']","['selamat', 'menjalankan', 'tugas', 'walijika', 'diperkanankan', 'nitip', 'merubah', 'nama', 'masjid', 'milik', 'pemerintahan', 'kota', 'batu', 'milik', 'masyarakat', 'batu', 'masjid', 'bangun', 'uang', 'rakyat']",selamat jalan tugas walijika kanan nitip rubah nama masjid milik perintah kota batu milik masyarakat batu masjid bangun uang rakyat,selamat menjalankan tugas pak walijika diperkanankan saya nitip untuk merubah nama masjid milik pemerintahan kota batu dan milik masyarakat batu masjid itu di bangun dengan uang rakyat
2025-03-05,14:56:00,frankysubejo,1,"doa terbaik, smoga amanah, rakyat batu semakin makmur, sejahtera, aman guyup rukun,,,amin",doa terbaik smoga amanah rakyat batu semakin makmur sejahtera aman guyup rukunamin,doa terbaik smoga amanah rakyat batu semakin makmur sejahtera aman guyup rukunamin,doa terbaik semoga amanah rakyat batu semakin makmur sejahtera aman guyup rukunamin,"['doa', 'terbaik', 'semoga', 'amanah', 'rakyat', 'batu', 'semakin', 'makmur', 'sejahtera', 'aman', 'guyup', 'rukunamin']","['doa', 'terbaik', 'semoga', 'amanah', 'rakyat', 'batu', 'makmur', 'sejahtera', 'aman', 'guyup', 'rukunamin']",doa baik moga amanah rakyat batu makmur sejahtera aman guyup rukunamin,doa terbaik smoga amanah rakyat batu semakin makmur sejahtera aman guyup rukunamin
2025-03-05,14:01:00,ani51746,1,"setarakan kami para tukang pijat di kampung pakkk,,, seperti bagaimana janji pak heli",setarakan kami para tukang pijat di kampung pakkk seperti bagaimana janji pak heli,setarakan kami para tukang pijat di kampung pakkk seperti bagaimana janji pak heli,setarakan kami para tukang pijat di kampung pakkk seperti bagaimana janji pak heli,"['setarakan', 'kami', 'para', 'tukang', 'pijat', 'di', 'kampung', 'pakkk', 'seperti', 'bagaimana', 'janji', 'pak', 'heli']","['setarakan', 'tukang', 'pijat', 'kampung', 'pakkk', 'janji', 'heli']",tara tukang pijat kampung pakkk janji heli,setarakan kami para tukang pijat di kampung pakkk seperti bagaimana janji pak heli
2025-03-05,11:49:00,wiwiksetiyawan19,1,SELAMAT BERKARYA SEMOGA KOTA BATU SEMAKIN MAJU,SELAMAT BERKARYA SEMOGA KOTA BATU SEMAKIN MAJU,selamat berkarya semoga kota batu semakin maju,selamat berkarya semoga kota batu semakin maju,"['selamat', 'berkarya', 'semoga', 'kota', 'batu', 'semakin', 'maju']","['selamat', 'berkarya', 'semoga', 'kota', 'batu', 'maju']",selamat karya moga kota batu maju,selamat berkarya semoga kota batu semakin maju
2025-03-05,11:57:00,daypus1,1,selamat... semoga batu lebih maju dan rakyat hidup makmur..🙏🙏,selamat semoga batu lebih maju dan rakyat hidup makmur,selamat semoga batu lebih maju dan rakyat hidup makmur,selamat semoga batu lebih maju dan rakyat hidup makmur,"['selamat', 'semoga', 'batu', 'lebih', 'maju', 'dan', 'rakyat', 'hidup', 'makmur']","['selamat', 'semoga', 'batu', 'maju', 'rakyat', 'hidup', 'makmur']",selamat moga batu maju rakyat hidup makmur,selamat semoga batu lebih maju dan rakyat hidup makmur
2025-03-05,09:12:00,mifasaja,1,"selamat menjalankan tugas baru bapak, semoga amanah mengemban amanah warga batu..🙏",selamat menjalankan tugas baru bapak semoga amanah mengemban amanah warga batu,selamat menjalankan tugas baru bapak semoga amanah mengemban amanah warga batu,selamat menjalankan tugas baru bapak semoga amanah mengemban amanah warga batu,"['selamat', 'menjalankan', 'tugas', 'baru', 'bapak', 'semoga', 'amanah', 'mengemban', 'amanah', 'warga', 'batu']","['selamat', 'menjalankan', 'tugas', 'semoga', 'amanah', 'mengemban', 'amanah', 'warga', 'batu']",selamat jalan tugas moga amanah emban amanah warga batu,selamat menjalankan tugas baru bapak semoga amanah mengemban amanah warga batu
2025-05-04,12:49:00,jm_weldding,0,mantap p wali dan wawali ku batu SAE,mantap p wali dan wawali ku batu SAE,mantap p wali dan wawali ku batu sae,mantap p wali dan wawali ku batu sae,"['mantap', 'p', 'wali', 'dan', 'wawali', 'ku', 'batu', 'sae']","['mantap', 'p', 'wali', 'wawali', 'ku', 'batu', 'sae']",mantap p wali wawali ku batu sae,mantap p wali dan wawali ku batu sae
2025-03-07,10:06:00,meniksalon1,0,🔥🔥🔥,,,,[],[],,
2025-07-16,16:12:00,radea.pijar,0,tukang parkir lo ngapain,tukang parkir lo ngapain,tukang parkir lo ngapain,tukang parkir lo mengapai,"['tukang', 'parkir', 'lo', 'mengapai']","['tukang', 'parkir', 'lo', 'mengapai']",tukang parkir lo kapai,tukang parkir lo ngapain
2025-04-20,18:45:00,dhewi_sarunii93,0,"coba buka lowongan kerja tanpa batas usia pak, biar ibu rumah tangga seperti saya jga bisa bekerja..😊😊",coba buka lowongan kerja tanpa batas usia pak biar ibu rumah tangga seperti saya jga bisa bekerja,coba buka lowongan kerja tanpa batas usia pak biar ibu rumah tangga seperti saya jga bisa bekerja,coba buka lowongan kerja tanpa batas usia pak biar ibu rumah tangga seperti saya juga bisa bekerja,"['coba', 'buka', 'lowongan', 'kerja', 'tanpa', 'batas', 'usia', 'pak', 'biar', 'ibu', 'rumah', 'tangga', 'seperti', 'saya', 'juga', 'bisa', 'bekerja']","['coba', 'buka', 'lowongan', 'kerja', 'batas', 'usia', 'biar', 'rumah', 'tangga']",coba buka lowong kerja batas usia biar rumah tangga,coba buka lowongan kerja tanpa batas usia pak biar ibu rumah tangga seperti saya jga bisa bekerja
2025-04-26,08:34:00,soniavernandezendel79,6,"kalau bisa jadikan kota batu seperti dulu pak adem sejuk asri gak kyk skrng panas bnget krna byknya bangunan"", batu sae 👍",kalau bisa jadikan kota batu seperti dulu pak adem sejuk asri gak kyk skrng panas bnget krna byknya bangunan batu sae ,kalau bisa jadikan kota batu seperti dulu pak adem sejuk asri gak kyk skrng panas bnget krna byknya bangunan batu sae ,kalau bisa jadikan kota batu seperti dulu pak adem sejuk asri tidak kayak sekarang panas banget karena byknya bangunan batu sae,"['kalau', 'bisa', 'jadikan', 'kota', 'batu', 'seperti', 'dulu', 'pak', 'adem', 'sejuk', 'asri', 'tidak', 'kayak', 'sekarang', 'panas', 'banget', 'karena', 'byknya', 'bangunan', 'batu', 'sae']","['jadikan', 'kota', 'batu', 'adem', 'sejuk', 'asri', 'kayak', 'panas', 'banget', 'byknya', 'bangunan', 'batu', 'sae']",jadi kota batu adem sejuk asri kayak panas banget byknya bangun batu sae,kalau bisa jadikan kota batu seperti dulu pak adem sejuk asri gak kyk skrng panas bnget krna byknya bangunan batu sae
2025-04-27,21:54:00,cak_ek,1,lo cak noo,lo cak noo,lo cak noo,lo cak noo,"['lo', 'cak', 'noo']","['lo', 'cak', 'noo']",lo cak noo,lo cak noo
2025-04-26,13:32:00,wahyukusumawardhana,1,SAE. Keren. Salam datheng Bopo Yono nggih Pak Heli🙏,SAE Keren Salam datheng Bopo Yono nggih Pak Heli,sae keren salam datheng bopo yono nggih pak heli,sae keren salam datheng bopo yono nggih pak heli,"['sae', 'keren', 'salam', 'datheng', 'bopo', 'yono', 'nggih', 'pak', 'heli']","['sae', 'keren', 'salam', 'datheng', 'bopo', 'yono', 'nggih', 'heli']",sae keren salam datheng bopo yono nggih heli,sae keren salam datheng bopo yono nggih pak heli
2025-04-25,17:59:00,paktaufiqq,1,sehat sehat ngeh SAE 👍,sehat sehat ngeh SAE ,sehat sehat ngeh sae ,sehat sehat engah sae,"['sehat', 'sehat', 'engah', 'sae']","['sehat', 'sehat', 'engah', 'sae']",sehat sehat engah sae,sehat sehat ngeh sae
2025-04-25,16:09:00,mahe_hendra,1,Selalu lestari budaya jawa.Rahayu.,Selalu lestari budaya jawaRahayu,selalu lestari budaya jawarahayu,selalu lestari budaya jawarahayu,"['selalu', 'lestari', 'budaya', 'jawarahayu']","['lestari', 'budaya', 'jawarahayu']",lestari budaya jawarahayu,selalu lestari budaya jawarahayu
2025-04-25,17:15:00,bambangsulistiyo783,1,ujutes sam nandur... nandur... nandur lindungi sumber mata air💪💪👍👍🙏🙏,ujutes sam nandur nandur nandur lindungi sumber mata air,ujutes sam nandur nandur nandur lindungi sumber mata air,ujutes sama nandur nandur nandur lindungi sumber mata air,"['ujutes', 'sama', 'nandur', 'nandur', 'nandur', 'lindungi', 'sumber', 'mata', 'air']","['ujutes', 'nandur', 'nandur', 'nandur', 'lindungi', 'sumber', 'mata', 'air']",ujutes nandur nandur nandur lindung sumber mata air,ujutes sam nandur nandur nandur lindungi sumber mata air
2025-04-25,16:43:00,nimadefitri,1,"Pokok e josz, semoga sumber mata air di Kota Batu tetap lestari, SAE 🥰👍",Pokok e josz semoga sumber mata air di Kota Batu tetap lestari SAE ,pokok e josz semoga sumber mata air di kota batu tetap lestari sae ,pokok e josz semoga sumber mata air di kota batu tetap lestari sae,"['pokok', 'e', 'josz', 'semoga', 'sumber', 'mata', 'air', 'di', 'kota', 'batu', 'tetap', 'lestari', 'sae']","['pokok', 'e', 'josz', 'semoga', 'sumber', 'mata', 'air', 'kota', 'batu', 'lestari', 'sae']",pokok e josz moga sumber mata air kota batu lestari sae,pokok e josz semoga sumber mata air di kota batu tetap lestari sae
2025-04-30,10:12:00,user5015449236651,0,Sae....👍👍👍👍🥰🥰,Sae,sae,sae,['sae'],['sae'],sae,sae
2025-05-04,13:08:00,bilatuananti,0,Sumber berlimpah rejeki barokah bpk wali kota sm wawali sehat Sukses,Sumber berlimpah rejeki barokah bpk wali kota sm wawali sehat Sukses,sumber berlimpah rejeki barokah bpk wali kota sm wawali sehat sukses,sumber berlimpah rejeki barokah bpk wali kota sama wawali sehat sukses,"['sumber', 'berlimpah', 'rejeki', 'barokah', 'bpk', 'wali', 'kota', 'sama', 'wawali', 'sehat', 'sukses']","['sumber', 'berlimpah', 'rejeki', 'barokah', 'bpk', 'wali', 'kota', 'wawali', 'sehat', 'sukses']",sumber limpah rejeki barokah bpk wali kota wawali sehat sukses,sumber berlimpah rejeki barokah bpk wali kota sm wawali sehat sukses
2025-05-05,09:51:00,wolfieees23,1,@aristaaa,aristaaa,aristaaa,aristaaa,['aristaaa'],['aristaaa'],aristaaa,aristaaa
2025-04-26,06:11:00,scorpio_167,1,💪💪💪👍👍👍🙏🙏🙏 suka, suka, suka,suka,['suka'],['suka'],suka,suka
2025-04-25,22:32:00,purmiasihasica,1,🥰🥰🥰🥰suka sih,suka sih,suka sih,suka sih,"['suka', 'sih']","['suka', 'sih']",suka sih,suka sih
2025-04-25,22:34:00,suyanti7271,1,🥰🥰🥰🥰🥰🥰👍👍👍👍mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
2025-04-25,19:06:00,bambang_wachyudi,1,MBATU SAE....!!!!,MBATU SAE,mbatu sae,mbatu sae,"['mbatu', 'sae']","['mbatu', 'sae']",mbatu sae,mbatu sae
2025-04-11,06:57:00,hiace7040,5,"IJIN Pak WALI, Utk Jalur KLEMUK yg Masuk wilayah kota Batu Ada sedikit yg Perlu SESEGERA mungkin utk di aspal Ulang, sudah Sangat membahayakan krn posisi pas TANJAKAN. terimakasih",IJIN Pak WALI Utk Jalur KLEMUK yg Masuk wilayah kota Batu Ada sedikit yg Perlu SESEGERA mungkin utk di aspal Ulang sudah Sangat membahayakan krn posisi pas TANJAKAN terimakasih,ijin pak wali utk jalur klemuk yg masuk wilayah kota batu ada sedikit yg perlu sesegera mungkin utk di aspal ulang sudah sangat membahayakan krn posisi pas tanjakan terimakasih,ijin pak wali untuk jalur klemuk yang masuk wilayah kota batu ada sedikit yang perlu sesegera mungkin untuk di aspal ulang sudah sangat membahayakan karena posisi pas tanjakan terimakasih,"['ijin', 'pak', 'wali', 'untuk', 'jalur', 'klemuk', 'yang', 'masuk', 'wilayah', 'kota', 'batu', 'ada', 'sedikit', 'yang', 'perlu', 'sesegera', 'mungkin', 'untuk', 'di', 'aspal', 'ulang', 'sudah', 'sangat', 'membahayakan', 'karena', 'posisi', 'pas', 'tanjakan', 'terimakasih']","['ijin', 'wali', 'jalur', 'klemuk', 'masuk', 'wilayah', 'kota', 'batu', 'aspal', 'ulang', 'membahayakan', 'posisi', 'pas', 'tanjakan', 'terimakasih']",ijin wali jalur klemuk masuk wilayah kota batu aspal ulang bahaya posisi pas tanjak terimakasih,ijin pak wali utk jalur klemuk yg masuk wilayah kota batu ada sedikit yg perlu sesegera mungkin utk di aspal ulang sudah sangat membahayakan krn posisi pas tanjakan terimakasih
2025-04-11,13:25:00,nohara87.channel,2,cak tulung pupuk petani di murahkan trimakasih,cak tulung pupuk petani di murahkan trimakasih,cak tulung pupuk petani di murahkan trimakasih,cak tulung pupuk petani di murahkan trimakasih,"['cak', 'tulung', 'pupuk', 'petani', 'di', 'murahkan', 'trimakasih']","['cak', 'tulung', 'pupuk', 'petani', 'murahkan', 'trimakasih']",cak tulung pupuk tani murah trimakasih,cak tulung pupuk petani di murahkan trimakasih
